Strata	File Count	Label Count
004006	1	1
004007	1	8
004008	1	29
004011	1	3
004013	1	6
004017	1	4
004019	1	1
004020	1	11
004021	1	4
004022	1	9
004023	1	24
004027	1	4
004030	1	24
004031	1	20
004033	1	9
004034	1	5
004035	1	22
004037	1	27
004039	1	1
004041	1	9
004042	1	15
004043	1	8
004044	1	6
004048	1	17
004053	1	15
004054	1	21
004055	1	2
004058	1	1
004059	1	11
004060	1	2
004061	1	12
004064	1	16
004065	2	8
004066	1	7
004067	1	8
004068	1	12
004070	4	20
004071	1	5
004076	1	9
004077	1	10
004080	1	9
004081	1	18
004085	1	7
004091	1	2
004092	1	3
004093	1	9
004096	1	1
004097	2	9
004098	1	4
004102	1	27
004105	1	14
004106	1	10
004108	1	18
004110	1	21
004112	1	10
004113	1	5
004114	1	6
004115	1	3
004119	1	1
004121	1	13
004123	1	0
004124	1	2
004125	1	1
004126	1	24
004128	1	4
004129	1	3
004130	1	5
004135	1	3
004136	1	7
004138	1	23
004140	1	24
004142	1	14
004149	1	0
004150	1	8
004151	1	2
004152	1	3
004153	1	10
004155	1	15
004158	1	1
004159	1	12
004161	1	6
004164	1	2
004166	1	8
004167	2	22
004168	1	23
004174	1	10
004176	3	30
004180	3	39
004181	1	4
004184	1	7
004185	1	1
004186	1	10
004188	1	11
004189	1	3
004190	1	1
004192	1	8
004194	1	13
004195	1	7
004198	4	27
004199	1	20
004200	1	11
004202	1	2
004204	1	26
004206	1	4
004208	4	21
004209	1	13
004210	1	3
004211	1	3
004213	1	4
004216	1	11
004222	1	11
004223	3	9
004224	1	5
004226	1	19
004227	1	21
004229	1	0
004231	1	3
004232	1	7
004240	1	34
004241	2	4
004242	1	1
004243	1	3
004244	1	13
004245	1	21
004249	1	14
004250	1	5
004252	1	6
004254	1	24
004255	1	13
004256	1	17
004257	1	6
004260	1	3
004261	1	1
004262	1	3
004268	1	6
004271	1	4
004272	1	4
004276	3	4
004277	1	3
004280	1	6
004282	1	12
004284	1	14
004286	1	24
004287	1	33
004288	1	2
004293	1	7
004300	1	17
004302	1	10
004303	1	4
004304	1	5
004305	1	19
004308	1	8
004309	1	8
004310	1	20
004315	1	4
004316	1	29
004318	1	4
004320	1	7
004325	1	27
004329	1	0
004330	1	4
004332	1	22
004333	1	8
004334	1	9
004335	1	27
004336	1	9
004337	1	24
004341	1	2
004342	1	4
004343	1	6
004346	1	19
004347	1	36
004351	1	3
004353	1	9
004354	1	3
004356	1	1
004357	1	3
004360	3	114
004361	1	2
004363	1	20
004366	1	1
004367	1	1
004369	1	3
004370	1	2
004371	1	1
004373	1	2
004374	1	32
004375	1	6
004376	1	21
004378	1	4
004380	1	4
004382	1	10
004383	1	14
004384	1	25
004385	1	10
004386	1	5
004388	1	19
004391	1	8
004392	1	14
004394	1	7
004395	1	25
004397	1	25
004398	1	9
004400	1	3
004402	1	3
004403	1	20
004404	3	58
004405	1	2
004408	1	26
004409	1	5
004411	1	0
004412	1	10
004414	1	21
004418	1	2
004420	1	4
004422	1	1
004427	1	6
004428	1	18
004429	1	16
004431	1	1
004433	1	23
004434	1	4
004435	1	13
004438	1	7
004439	1	19
004440	1	4
004441	1	10
004443	1	8
004444	1	20
004445	1	11
004446	1	10
004447	1	3
004448	1	7
004449	1	19
004450	1	6
004451	1	19
004452	1	2
004454	1	18
004457	1	1
004460	1	11
004463	1	5
004464	1	26
004465	1	5
004467	1	4
004468	1	5
004469	1	6
004471	1	4
004472	2	15
004473	1	19
004474	1	3
004477	1	7
004478	1	4
004479	1	30
004481	1	5
004485	1	19
004489	1	4
004491	1	15
004494	1	4
004498	1	15
004500	1	9
004501	1	4
004503	1	10
004505	1	15
004512	1	17
004520	1	4
004521	1	3
004522	1	14
004524	3	65
004525	1	1
004528	1	3
004533	1	20
004534	1	17
004535	1	4
004536	1	10
004537	1	5
004539	1	21
004544	2	10
004545	1	28
004547	1	23
004549	4	14
004550	1	16
004551	1	0
004556	2	6
004557	1	27
004558	1	20
004561	1	10
004566	1	13
004571	1	12
004572	4	11
004580	1	0
004581	1	16
004583	1	5
004584	1	12
004585	1	0
004586	1	1
004587	1	17
004588	1	10
004590	1	14
004593	1	19
004595	1	21
004596	1	12
004597	1	12
004600	1	6
004602	1	16
004612	1	28
004615	1	21
004617	1	3
004620	1	4
004621	1	20
004624	1	5
004626	1	1
004628	1	32
004631	1	0
004634	1	6
004635	1	14
004639	1	1
004640	2	4
004646	1	4
004648	1	3
004649	1	11
004650	1	6
004651	1	30
004652	1	1
004653	2	25
004654	1	20
004655	1	2
004660	1	12
004661	1	4
004662	1	7
004664	1	12
004666	1	5
004667	1	10
004671	2	3
004672	1	4
004674	1	5
004675	1	3
004676	1	20
004677	1	11
004680	1	1
004681	1	6
004682	1	9
004684	1	2
004685	1	12
004687	1	6
004693	1	16
004694	1	1
004696	1	5
004697	1	3
004698	1	21
004701	1	5
004702	1	4
004703	1	11
004704	1	0
004706	1	2
004709	1	6
004710	1	14
004713	1	18
004714	1	4
004715	1	4
004717	1	9
004718	1	31
004719	4	38
004720	1	6
004722	2	57
004723	1	6
004727	1	16
004728	2	7
004729	1	4
004733	1	2
004735	1	6
004736	1	19
004740	1	23
004741	1	4
004746	1	12
004747	1	9
004749	1	19
004750	1	14
004752	1	23
004753	1	4
004757	1	1
004760	1	13
004761	1	15
004762	1	15
004763	1	6
004765	1	5
004769	1	5
004771	1	16
004772	1	13
004773	1	10
004779	1	23
004780	1	14
004782	1	5
004783	4	110
004786	1	3
004788	1	9
004789	1	7
004791	1	0
004792	1	27
004794	1	2
004795	1	7
004797	1	2
004799	1	8
004804	1	1
004809	1	5
004814	1	4
004817	1	3
004818	1	10
004819	1	22
004820	1	0
004822	1	3
004826	1	12
004827	1	9
004828	1	7
004830	4	15
004831	1	24
004832	1	3
004834	1	12
004835	1	11
004837	1	10
004838	1	9
004840	1	2
004842	1	9
004843	1	15
004845	1	18
004846	1	3
004849	1	11
004850	1	5
004851	1	8
004853	1	23
004854	2	8
004857	1	14
004858	1	9
004859	1	8
004863	1	1
004864	1	9
004865	1	32
004866	1	5
004870	1	2
004872	1	17
004877	1	7
004879	1	3
004880	1	5
004881	1	7
004882	1	1
004884	1	4
004889	1	10
004890	1	3
004895	2	15
004897	1	3
004898	1	12
004900	1	1
004901	1	1
004903	1	6
004904	1	6
004905	1	2
004906	1	23
004908	1	12
004909	1	6
004910	1	12
004911	1	31
004913	1	2
004914	1	12
004916	1	3
004917	1	19
004919	1	22
004920	1	12
004922	1	4
004924	1	0
004925	1	3
004927	1	3
004928	1	4
004930	1	8
004931	2	15
004934	1	4
004936	4	20
004938	2	10
004940	1	4
004941	2	2
004942	1	16
004949	1	26
004950	1	13
004951	1	7
004959	1	4
004960	1	25
004961	1	3
004966	1	31
004968	1	1
004970	2	35
004972	1	17
004973	1	13
004976	1	4
004978	1	0
004981	1	5
004983	1	2
004984	1	3
004985	1	5
004986	1	12
004989	1	8
004996	1	0
004997	1	9
004999	1	1
005000	1	18
005001	1	9
005002	1	12
005004	1	20
005006	1	5
005008	1	7
005009	3	15
005014	1	11
005018	1	1
005019	1	15
005020	1	4
005025	1	1
005027	1	3
005028	2	33
005029	1	28
005030	1	3
005031	1	12
005032	1	4
005033	1	7
005037	1	32
005038	1	7
005039	1	1
005044	1	6
005045	1	8
005051	1	14
005052	1	5
005053	1	25
005054	1	26
005055	1	28
005056	1	16
005057	1	2
005064	1	12
005065	1	5
005068	1	5
005071	1	1
005073	1	3
005076	1	10
005078	1	34
005080	1	1
005083	1	4
005084	1	10
005085	1	4
005087	1	5
005091	1	3
005092	1	29
005094	1	12
005095	1	10
005096	1	20
005097	1	8
005099	1	11
005100	1	7
005101	2	9
005103	1	2
005104	1	3
005105	1	4
005113	1	0
005114	1	35
005118	1	12
005119	1	4
005122	1	6
005123	1	4
005124	1	12
005126	1	6
005130	1	4
005131	1	8
005133	1	5
005134	1	14
005135	1	17
005136	1	11
005139	1	5
005140	1	5
005141	1	24
005152	1	7
005154	1	10
005156	1	3
005159	1	6
005161	1	20
005162	1	7
005164	1	2
005166	1	23
005169	1	32
005173	1	21
005174	1	16
005175	1	1
005179	1	11
005182	1	10
005184	2	13
005185	1	5
005187	1	11
005191	2	8
005192	1	5
005193	1	39
005194	1	7
005196	1	4
005197	1	1
005199	1	1
005200	1	5
005201	1	19
005202	1	6
005204	1	10
005205	1	4
005211	1	22
005214	1	13
005215	4	26
005217	1	6
005219	1	8
005221	1	11
005223	2	3
005225	1	26
005226	1	4
005228	1	19
005230	1	4
005231	1	2
005232	1	4
005234	1	0
005235	1	18
005237	1	12
005239	1	16
005240	1	3
005244	1	2
005251	1	20
005253	1	5
005254	1	24
005255	1	2
005259	1	9
005260	1	2
005262	1	6
005264	1	20
005265	1	22
005268	1	1
005271	1	8
005272	1	18
005274	1	1
005278	3	7
005280	1	6
005281	1	5
005282	1	16
005285	1	11
005289	1	7
005292	1	11
005293	1	0
005294	1	5
005296	1	5
005300	1	7
005301	1	22
005302	1	6
005304	1	4
005307	1	0
005311	1	3
005316	1	6
005317	1	0
005319	1	3
005321	1	3
005323	1	22
005324	1	1
005325	1	0
005327	2	14
005328	1	2
005335	1	10
005336	1	2
005337	1	1
005339	1	12
005341	1	14
005342	1	9
005346	1	2
005350	1	9
005351	1	27
005356	2	8
005363	1	15
005367	1	3
005369	1	3
005370	1	25
005375	1	8
005376	4	25
005378	1	5
005383	4	9
005384	1	7
005389	1	30
005390	1	4
005391	1	11
005398	1	6
005400	1	8
005401	1	22
005402	1	8
005403	1	4
005405	1	17
005406	1	12
005407	3	12
005408	1	2
005410	1	18
005415	1	1
005416	1	9
005422	1	19
005423	1	6
005425	1	8
005426	1	0
005427	1	8
005431	1	26
005432	1	33
005433	1	13
005434	1	13
005435	1	0
005436	1	13
005437	1	8
005445	1	11
005448	1	0
005450	1	11
005453	1	30
005454	1	15
005457	1	2
005458	1	10
005462	1	4
005463	1	17
005464	1	28
005466	1	1
005468	1	6
005476	3	34
005480	1	5
005482	1	1
005486	1	11
005493	1	5
005495	1	5
005497	1	0
005498	1	2
005500	1	5
005501	1	13
005503	1	17
005504	1	9
005505	1	28
005507	1	5
005512	1	12
005513	1	24
005514	1	8
005517	1	13
005518	1	14
005519	1	13
005520	1	17
005524	1	13
005526	1	10
005532	1	4
005533	3	54
005534	1	3
005537	1	5
005538	1	1
005540	1	27
005541	1	5
005547	1	5
005550	1	14
005551	1	5
005557	3	3
005563	1	5
005564	1	6
005571	1	8
005574	1	4
005576	1	3
005579	1	13
005580	1	5
005581	1	13
005582	1	0
005584	1	6
005585	2	21
005586	1	0
005587	1	6
005589	1	8
005591	1	5
005593	1	22
005594	1	5
005595	1	2
005598	1	6
005601	1	0
005605	1	33
005606	3	19
005609	1	2
005610	1	15
005614	1	10
005617	1	6
005618	1	2
005622	1	9
005623	1	9
005624	2	16
005625	1	4
005628	1	2
005630	1	15
005632	1	15
005633	1	29
005637	1	10
005643	1	16
005655	1	16
005656	1	0
005659	1	16
005662	1	1
005663	1	2
005667	1	23
005670	1	10
005672	1	1
005674	2	33
005675	1	2
005676	1	4
005677	1	5
005679	1	4
005684	1	15
005685	2	14
005687	1	1
005690	1	26
005693	1	3
005694	1	4
005695	1	0
005697	1	38
005703	1	5
005704	1	15
005705	1	14
005706	1	5
005712	1	10
005714	1	27
005716	1	3
005718	1	6
005719	1	24
005720	1	4
005721	4	16
005722	4	26
005723	1	36
005724	1	15
005727	1	8
005728	1	6
005729	1	30
005734	1	2
005735	1	32
005738	1	3
005741	1	9
005742	1	6
005743	1	2
005744	1	1
005745	1	5
005746	1	18
005747	1	28
005753	1	16
005755	1	2
005757	1	6
005764	1	5
005765	1	4
005768	1	9
005769	1	2
005770	1	3
005772	1	11
005774	1	16
005778	1	1
005780	1	21
005781	1	5
005782	1	4
005784	1	5
005785	1	12
005786	1	2
005787	1	13
005790	1	8
005791	1	5
005792	1	8
005793	1	36
005796	1	2
005797	1	8
005799	1	13
005800	1	23
005801	1	0
005804	1	3
005807	1	4
005809	1	3
005810	1	25
005812	3	7
005817	1	3
005818	1	6
005819	1	8
005822	1	22
005824	1	1
005827	1	7
005832	1	7
005833	1	33
005837	1	16
005839	1	2
005840	1	3
005842	1	16
005845	1	0
005846	1	14
005849	1	21
005852	1	7
005854	1	7
005855	1	5
005857	1	1
005858	1	20
005860	1	1
005861	1	21
005862	1	0
005864	1	3
005865	1	12
005867	1	9
005868	1	12
005870	1	25
005871	1	10
005872	1	2
005873	1	13
005874	1	20
005875	1	3
005877	1	3
005878	1	21
005879	1	16
005880	1	6
005881	1	5
005883	1	14
005884	1	33
005886	1	15
005887	1	8
005888	1	16
005890	1	2
005892	2	11
005893	2	11
005895	1	13
005897	1	8
005900	1	20
005903	1	3
005904	1	8
005907	1	10
005909	1	13
005912	1	3
005913	1	12
005916	1	24
005919	1	17
005920	1	5
005922	1	13
005923	1	4
005926	1	20
005929	1	12
005930	1	0
005931	1	3
005932	1	1
005933	1	11
005935	1	7
005936	1	22
005939	1	3
005940	1	26
005943	1	10
005947	1	13
005949	1	13
005951	1	6
005955	1	4
005956	1	8
005957	1	20
005958	1	3
005959	1	10
005961	1	30
005962	1	2
005966	1	19
005967	1	5
005969	1	8
005971	1	6
005972	1	8
005974	1	16
005976	1	1
005977	1	16
005981	1	1
005982	1	7
005984	1	20
005986	1	41
005991	1	19
005993	1	2
005994	1	5
005999	1	6
006001	1	12
006002	1	9
006007	1	5
006014	1	4
006015	1	2
006016	1	8
006017	1	3
006020	1	4
006021	1	16
006022	1	21
006026	1	4
006027	1	3
006030	1	1
006031	1	13
006032	1	13
006036	1	13
006037	1	3
006041	1	32
006042	1	15
006043	1	0
006046	1	15
006047	1	9
006048	1	5
006049	1	2
006053	1	10
006054	1	7
006056	1	3
006059	1	11
006061	1	18
006062	1	20
006065	1	25
006069	1	16
006070	1	25
006071	1	4
006076	1	3
006077	1	4
006083	1	6
006086	1	15
006091	1	4
006092	1	14
006093	1	18
006094	1	10
006097	1	10
006102	1	7
006104	1	5
006105	1	6
006107	1	29
006109	1	1
006110	1	6
006111	2	63
006112	4	25
006115	1	2
006117	1	0
006122	1	8
006123	2	15
006126	1	11
006127	1	21
006128	1	4
006129	1	14
006134	1	0
006138	1	0
006140	1	19
006141	1	4
006142	1	22
006143	1	37
006145	1	9
006147	1	4
006149	1	22
006151	1	2
006152	1	7
006153	1	11
006154	2	4
006155	1	4
006157	1	16
006159	1	0
006162	2	19
006163	1	28
006166	1	16
006167	1	9
006170	1	28
006171	1	2
006173	1	8
006175	1	11
006176	2	8
006178	1	3
006180	1	27
006181	1	12
006182	1	17
006184	1	11
006185	1	22
006188	1	0
006191	1	14
006192	1	4
006193	1	3
006194	1	0
006195	1	13
006197	1	4
006198	1	13
006202	1	4
006203	1	1
006206	1	33
006208	1	10
006209	1	1
006211	1	15
006212	1	30
006214	1	2
006215	1	2
006216	1	4
006222	1	10
006224	1	6
006225	1	9
006226	1	3
006227	1	25
006228	1	6
006229	1	14
006231	1	1
006232	1	5
006233	1	0
006235	1	6
006237	1	6
006239	2	11
006240	1	12
006242	2	17
006245	2	8
006247	1	7
006248	1	13
006250	1	3
006252	2	12
006254	2	9
006258	1	23
006260	1	2
006263	1	2
006265	1	4
006266	1	4
006268	1	6
006269	1	3
006271	1	0
006273	1	13
006276	1	7
006277	1	7
006278	1	13
006280	1	3
006281	1	5
006282	1	2
006283	1	7
006284	1	1
006285	1	7
006288	1	17
006290	1	15
006291	2	21
006292	1	4
006293	1	0
006296	1	25
006299	1	5
006301	4	119
006302	1	33
006304	1	12
006307	1	2
006308	1	13
006309	1	5
006311	1	10
006312	1	10
006313	1	16
006314	1	10
006315	1	2
006316	1	31
006317	1	6
006320	1	19
006322	1	13
006323	1	22
006324	1	3
006326	1	14
006327	1	0
006329	1	4
006331	1	9
006334	1	2
006335	1	23
006336	1	2
006340	1	12
006341	1	10
006342	1	16
006343	1	8
006344	1	6
006345	1	2
006346	1	16
006348	1	12
006351	1	10
006352	1	3
006353	1	3
006354	1	1
006355	1	24
006357	1	7
006358	1	20
006361	1	3
006365	1	30
006367	1	9
006376	1	22
006378	1	1
006379	1	11
006383	1	4
006384	1	11
006385	1	3
006388	2	15
006389	1	23
006390	1	3
006391	1	2
006392	1	11
006395	1	2
006396	1	11
006403	1	11
006406	1	0
006408	1	29
006409	1	5
006410	1	9
006415	1	3
006416	1	6
006417	1	15
006419	1	5
006423	1	24
006437	1	0
006442	1	8
006443	1	4
006444	1	8
006445	1	4
006446	1	3
006447	1	8
006451	1	5
006454	1	1
006457	1	5
006460	1	0
006461	1	9
006466	1	4
006468	1	3
006474	1	16
006476	1	0
006481	1	5
006485	1	5
006486	1	5
006487	1	17
006489	2	13
006491	1	18
006492	1	11
006493	1	5
006495	1	1
006496	1	1
006497	1	39
006498	1	15
006500	1	8
006501	1	21
006502	1	9
006504	1	5
006505	1	9
006506	1	31
006510	1	13
006512	1	3
006514	1	14
006516	1	20
006517	1	4
006518	1	11
006519	1	5
006525	1	4
006526	1	32
006527	1	22
006530	1	0
006531	1	14
006532	1	16
006534	1	24
006535	1	1
006536	1	3
006538	1	1
006541	1	9
006545	1	3
006547	1	6
006550	1	17
006551	1	2
006554	1	1
006557	1	8
006559	1	13
006560	1	0
006561	1	3
006563	1	11
006564	4	26
006565	1	5
006566	1	3
006570	1	3
006573	1	4
006575	1	5
006576	1	2
006577	1	4
006579	1	16
006581	1	20
006584	1	12
006587	1	2
006591	1	15
006592	1	7
006594	1	2
006597	1	4
006598	1	7
006601	1	11
006606	1	3
006607	1	3
006608	1	9
006611	1	3
006613	1	19
006616	1	8
006618	1	3
006619	1	17
006621	1	11
006624	2	87
006628	1	6
006629	1	14
006630	1	19
006631	1	1
006632	1	5
006635	1	2
006636	1	2
006638	1	10
006641	1	8
006643	1	26
006646	1	17
006647	3	10
006651	1	30
006652	1	20
006653	1	3
006655	1	12
006656	1	4
006658	1	8
006659	1	9
006660	2	20
006661	1	6
006663	1	31
006665	1	7
006666	1	3
006669	1	16
006671	1	16
006673	1	34
006674	2	9
006675	1	18
006677	1	15
006678	1	3
006679	1	20
006680	2	7
006681	1	2
006683	1	4
006684	1	18
006690	1	1
006691	1	4
006692	1	6
006694	1	23
006695	1	12
006696	1	24
006698	1	21
006700	1	1
006701	1	11
006702	1	9
006703	2	13
006707	1	14
006708	1	4
006709	1	3
006710	1	27
006714	1	6
006718	1	12
006719	2	35
006720	1	7
006721	1	6
006723	1	32
006724	1	16
006726	1	0
006727	1	4
006728	1	20
006729	1	0
006730	1	6
006731	2	7
006732	1	5
006733	1	0
006734	1	4
006735	1	1
006736	1	28
006738	1	14
006746	1	7
006747	1	11
006748	1	13
006749	1	22
006750	1	7
006751	1	1
006752	1	5
006754	1	5
006756	2	12
006757	1	27
006760	1	30
006762	1	18
006763	1	1
006765	1	16
006766	1	6
006769	1	3
006773	1	12
006774	1	8
006777	1	8
006780	1	18
006781	1	29
006782	1	27
006785	1	2
006787	1	6
006793	1	27
006796	1	1
006798	1	22
006799	2	7
006800	1	3
006802	1	3
006805	1	6
006808	1	3
006810	1	34
006811	1	2
006812	1	29
006814	1	10
006816	1	3
006817	1	12
006818	1	6
006819	1	6
006821	1	0
006824	1	23
006825	1	4
006827	1	10
006828	3	13
006830	1	14
006832	1	5
006833	1	6
006835	1	14
006836	1	8
006838	1	5
006839	1	0
006840	1	3
006841	1	2
006842	1	3
006843	1	3
006844	1	25
006846	1	3
006847	1	20
006848	1	0
006849	1	3
006850	1	3
006851	1	24
006854	1	10
006857	1	31
006858	1	5
006860	1	17
006862	1	10
006863	1	1
006864	1	5
006869	1	30
006870	1	2
006873	1	8
006874	1	5
006876	1	20
006877	1	9
006878	1	4
006879	1	24
006880	1	14
006881	1	7
006883	1	2
006885	1	19
006886	1	12
006887	1	5
006888	3	33
006891	1	1
006892	1	4
006894	1	6
006895	1	0
006897	1	18
006898	1	4
006900	1	10
006901	1	15
006902	2	11
006903	1	5
006904	1	4
006908	1	4
006909	1	6
006911	1	18
006912	1	4
006913	1	5
006914	1	7
006916	1	31
006917	1	3
006920	1	16
006922	1	6
006924	4	26
006927	1	8
006931	1	1
006933	1	2
006934	1	7
006937	1	2
006941	1	1
006942	1	3
006944	1	5
006945	1	12
006946	1	3
006947	1	10
006951	1	33
006952	1	15
006953	1	3
006954	1	3
006957	1	14
006960	1	17
006961	1	16
006963	1	13
006965	1	6
006966	1	17
006967	1	2
006972	1	4
006975	2	13
006980	1	18
006981	1	2
006986	1	2
006987	1	5
006988	1	23
006989	1	29
006997	1	13
006999	1	11
007001	1	5
007002	1	7
007003	1	28
007011	1	3
007016	1	30
007017	1	12
007018	1	1
007020	1	4
007022	1	7
007025	1	0
007028	1	6
007031	1	19
007032	1	2
007034	3	13
007037	1	10
007039	1	2
007041	1	12
007042	1	5
007045	1	2
007047	1	7
007053	1	5
007055	1	30
007056	1	11
007058	3	10
007059	1	27
007060	2	35
007062	1	17
007065	1	3
007066	1	13
007067	1	1
007068	1	4
007071	1	16
007072	1	0
007075	1	13
007079	1	25
007082	1	35
007083	1	5
007086	1	19
007090	4	61
007091	1	6
007092	1	10
007094	1	18
007095	1	18
007096	1	6
007102	2	7
007103	1	13
007104	1	3
007105	1	9
007107	2	20
007108	1	2
007109	1	2
007114	1	5
007115	1	5
007116	1	0
007117	1	17
007118	1	16
007121	4	16
007123	1	5
007124	2	2
007125	1	16
007127	1	4
007128	1	15
007129	1	31
007130	1	2
007132	1	9
007135	1	3
007138	1	2
007139	1	1
007142	1	11
007143	1	8
007144	4	25
007145	1	5
007147	1	16
007148	1	19
007149	2	8
007151	1	9
007152	1	8
007154	1	8
007158	1	28
007159	1	4
007160	2	7
007162	1	7
007166	1	3
007174	1	10
007177	1	4
007178	1	6
007180	1	2
007181	1	1
007184	1	30
007185	1	6
007188	1	27
007190	1	2
007191	1	3
007192	1	33
007193	1	30
007196	1	10
007197	1	7
007198	1	0
007202	1	12
007204	1	1
007206	1	14
007208	1	3
007209	1	7
007210	1	6
007211	1	5
007214	1	11
007215	1	5
007217	1	9
007219	1	3
007222	1	31
007224	1	0
007225	1	16
007228	1	5
007230	1	0
007231	1	3
007234	1	20
007235	1	15
007236	1	11
007237	1	15
007239	1	11
007241	1	3
007242	1	8
007243	1	33
007244	1	0
007245	1	32
007247	1	4
007248	1	2
007250	2	10
007254	1	4
007256	1	8
007262	1	3
007264	1	0
007265	1	12
007266	1	29
007268	2	6
007269	1	1
007271	1	0
007273	1	8
007275	1	4
007277	1	1
007278	1	11
007282	1	7
007283	1	4
007284	1	14
007285	1	7
007289	1	0
007291	1	4
007294	1	33
007295	1	13
007300	1	6
007303	1	7
007304	1	20
007305	1	13
007310	1	4
007314	1	3
007317	1	13
007320	1	5
007324	1	3
007325	1	21
007327	1	11
007330	1	10
007331	1	13
007334	1	3
007335	1	3
007336	1	5
007337	1	21
007338	1	1
007340	1	2
007341	1	18
007344	1	19
007345	2	15
007347	1	3
007350	1	0
007355	1	27
007356	1	0
007358	1	4
007360	1	7
007361	1	1
007362	1	7
007366	1	15
007369	1	6
007375	1	28
007377	1	12
007379	1	31
007383	1	7
007384	1	7
007385	1	8
007391	1	2
007393	1	12
007394	1	17
007396	1	4
007397	1	16
007399	1	4
007402	1	30
007404	1	19
007406	1	16
007407	1	17
007408	1	21
007410	1	11
007414	1	13
007415	1	7
007417	1	18
007418	1	8
007421	1	18
007422	1	32
007423	1	12
007431	1	2
007432	1	13
007433	1	33
007435	1	29
007437	1	24
007438	1	19
007439	1	7
007440	1	8
007442	1	17
007444	1	24
007446	1	1
007447	1	3
007452	1	0
007455	1	4
007456	1	27
007457	1	23
007458	1	1
007463	1	19
007464	1	1
007466	1	6
007467	1	8
007469	1	16
007471	1	13
007476	1	16
007479	1	7
007487	1	13
007489	1	22
007490	1	2
007493	1	23
007496	1	15
007501	1	32
007503	1	5
007504	1	9
007508	1	17
007511	1	4
007513	1	25
007516	1	5
007518	1	18
007522	1	0
007524	1	21
007527	1	11
007529	1	3
007530	1	9
007532	1	4
007533	1	13
007534	1	8
007537	1	3
007538	1	17
007543	1	6
007544	1	16
007545	1	8
007549	1	13
007551	1	2
007552	1	16
007555	1	3
007556	1	20
007558	1	12
007561	1	7
007570	1	4
007573	1	5
007574	1	3
007576	1	26
007577	1	7
007582	1	5
007583	1	0
007585	1	19
007588	1	6
007589	1	9
007591	1	7
007593	1	11
007596	1	2
007597	1	4
007598	1	5
007599	1	6
007603	1	4
007607	1	6
007609	1	5
007612	1	21
007614	1	13
007616	1	18
007618	1	3
007619	1	6
007620	1	5
007621	1	8
007622	1	9
007623	1	5
007625	1	1
007628	1	3
007630	2	10
007631	1	5
007632	1	5
007637	4	21
007638	1	4
007640	1	20
007641	1	2
007643	1	5
007645	1	4
007646	1	3
007647	1	0
007649	1	4
007653	1	6
007655	1	7
007658	1	4
007661	1	0
007662	1	7
007665	1	1
007667	1	6
007668	1	10
007670	1	3
007671	1	17
007672	1	15
007675	1	20
007676	1	4
007678	1	10
007679	1	18
007682	1	5
007683	1	12
007684	1	6
007685	1	15
007688	1	11
007689	1	14
007692	1	9
007693	1	0
007694	1	10
007698	1	22
007702	1	26
007704	1	6
007705	1	9
007706	2	13
007708	1	5
007709	1	10
007710	1	13
007712	4	23
007713	1	2
007714	1	2
007716	1	6
007717	1	32
007718	1	0
007720	1	20
007721	1	2
007724	1	15
007726	2	6
007727	1	2
007728	1	12
007730	1	3
007731	1	2
007734	1	4
007735	1	29
007736	1	2
007742	1	21
007745	1	1
007748	1	17
007749	1	4
007750	1	4
007752	1	25
007754	1	5
007755	1	1
007761	1	15
007763	1	4
007764	1	4
007766	1	10
007767	1	6
007769	1	16
007770	1	14
007771	1	1
007772	1	3
007773	1	4
007775	1	2
007777	1	13
007781	1	3
007782	1	4
007783	1	21
007785	1	4
007786	1	8
007788	1	2
007789	1	3
007790	1	10
007791	1	5
007793	1	27
007794	1	4
007797	1	3
007803	1	12
007805	1	1
007808	1	2
007811	1	20
007813	1	6
007814	1	4
007817	1	4
007818	1	2
007821	1	7
007822	1	3
007826	1	4
007827	1	23
007829	1	2
007830	1	4
007833	1	18
007834	1	7
007835	1	6
007837	1	11
007839	1	19
007840	1	7
007841	2	12
007843	1	12
007844	1	4
007848	1	2
007850	1	13
007851	1	0
007852	1	4
007854	1	1
007857	1	3
007858	1	9
007859	1	15
007861	1	3
007862	1	2
007866	1	12
007868	1	6
007869	1	10
007872	1	17
007875	1	33
007876	1	5
007877	1	2
007880	1	32
007881	1	6
007882	1	7
007885	1	4
007886	1	11
007888	4	40
007893	1	8
007898	1	3
007900	1	6
007903	1	2
007908	1	5
007913	2	24
007914	1	3
007916	1	1
007917	1	8
007919	1	0
007920	1	1
007921	1	20
007922	1	6
007925	2	15
007927	1	3
007930	1	4
007932	1	2
007937	1	9
007941	1	2
007942	1	0
007943	1	15
007945	1	9
007946	1	7
007948	1	21
007949	1	4
007952	1	20
007959	1	17
007961	1	2
007962	1	6
007963	1	2
007964	1	21
007965	1	6
007966	1	7
007967	1	10
007968	1	27
007971	1	4
007972	1	7
007978	1	11
007982	1	7
007984	1	11
007987	1	14
007988	4	22
007990	1	7
007992	1	14
007993	1	7
007994	1	16
007995	1	1
007999	1	12
008000	1	25
008001	1	6
008004	1	2
008005	1	8
008006	1	1
008007	1	14
008010	1	20
008014	1	9
008021	2	27
008024	1	28
008025	1	32
008027	1	34
008028	1	2
008029	1	4
008030	1	16
008031	3	22
008032	1	1
008033	1	7
008035	1	2
008036	1	3
008038	1	25
008039	1	18
008042	4	79
008043	1	2
008044	2	39
008047	1	11
008050	1	0
008051	1	8
008052	2	6
008054	1	7
008058	1	7
008060	1	15
008062	1	3
008063	1	9
